name value uncertainty
Teff 5821.90602699681 50
L 0.976544375588057 0.04
log_g 4.36424495536872 0.07
Fe/H 0.0265430064641387 0.021
nu_max 3110.07750932787 20
radius 0.982488568288291 0.02
radial_velocity -0.0198036855203696 0.08
