l n nu dnu n_g
0 3 147.209 0.115 0 
0 4 176.618 0.109 0 
0 5 205.761 0.104 0 
0 6 234.837 0.099 0 
0 7 262.259 0.047 0 
0 8 289.069 0.027 0 
0 9 316.757 0.029 0 
0 10 345.013 0.019 0 
0 11 372.777 0.019 0 
0 12 400.457 0.014 0 
0 13 428.677 0.014 0 
0 14 457.535 0.017 0 
0 15 486.518 0.027 0 
0 16 515.227 0.048 0 
0 17 544.161 0.136 0 
0 18 573.442 0.170 0 
0 19 602.129 0.179 0 
0 20 632.050 0.188 0 
0 21 660.910 0.197 0 
0 22 690.130 0.207 0 
0 23 718.735 0.217 0 
1 -21 134.200 0.410 24 
1 -32 137.429 0.391 35 
1 -31 142.552 0.372 34 
1 -30 146.242 0.354 33 
1 -29 150.759 0.337 32 
1 -6 153.816 0.321 9 
1 -27 156.371 0.306 30 
1 -26 161.651 0.292 30 
1 -25 167.430 0.278 29 
1 -12 172.825 0.264 16 
1 -3 177.725 0.252 7 
1 -8 181.421 0.240 12 
1 -21 187.372 0.228 26 
1 -4 192.923 0.218 9 
1 -3 197.465 0.207 8 
1 -10 204.428 0.197 15 
1 -17 212.715 0.188 22 
1 -16 217.490 0.179 22 
1 -15 224.103 0.170 21 
1 -14 234.393 0.162 20 
1 -5 242.439 0.155 11 
1 -12 247.964 0.147 19 
1 -11 260.098 0.140 18 
1 2 268.975 0.134 5 
1 -9 275.758 0.127 17 
1 2 289.917 0.121 6 
1 -5 295.974 0.115 13 
1 0 310.393 0.110 9 
1 5 319.762 0.105 4 
1 -4 333.254 0.099 14 
1 7 343.984 0.048 3 
1 -2 358.963 0.036 13 
1 7 369.194 0.026 4 
1 0 386.984 0.021 12 
1 7 396.533 0.015 5 
1 8 416.356 0.015 5 
1 5 428.144 0.013 8 
1 10 445.935 0.016 4 
1 5 466.119 0.022 9 
1 12 476.540 0.044 3 
1 9 501.288 0.091 7 
1 8 518.547 0.192 8 
1 13 532.189 0.202 4 
1 10 558.330 0.212 8 
1 11 577.952 0.223 7 
1 16 591.683 0.234 3 
1 13 617.133 0.246 7 
1 14 642.385 0.258 6 
1 15 657.292 0.271 6 
1 18 677.174 0.284 4 
1 17 704.182 0.299 6 
1 18 730.785 0.314 5 
2 -58 138.766 0.720 61 
2 -57 139.617 0.686 60 
2 -56 141.989 0.653 59 
2 -55 143.802 0.622 58 
2 -54 145.318 0.593 57 
2 -53 148.143 0.564 56 
2 -52 151.589 0.538 55 
2 -51 153.649 0.512 54 
2 -50 157.110 0.488 53 
2 -49 161.050 0.464 52 
2 -48 163.017 0.442 51 
2 -47 165.025 0.421 50 
2 -46 167.934 0.401 50 
2 -45 171.049 0.382 49 
2 -44 172.812 0.364 48 
2 -43 174.614 0.346 47 
2 -42 177.664 0.330 46 
2 -41 182.145 0.314 45 
2 -40 186.167 0.299 44 
2 -39 189.926 0.285 43 
2 -38 195.032 0.271 42 
2 -37 199.775 0.259 42 
2 -36 201.250 0.246 41 
2 -35 205.150 0.235 40 
2 -34 209.877 0.223 39 
2 -33 215.254 0.213 38 
2 -32 219.349 0.203 37 
2 -31 223.967 0.193 36 
2 -30 228.991 0.184 36 
2 -29 232.073 0.175 35 
2 -28 235.880 0.167 34 
2 -27 242.449 0.159 33 
2 -26 249.624 0.151 32 
2 -25 257.529 0.144 32 
2 -24 259.066 0.137 31 
2 -23 265.672 0.131 30 
2 -22 274.764 0.124 29 
2 -21 284.165 0.118 29 
2 -20 285.860 0.113 28 
2 -19 294.278 0.107 27 
2 -18 305.071 0.102 26 
2 -17 313.051 0.097 26 
2 -16 316.450 0.093 25 
2 -15 326.981 0.088 24 
2 -14 337.391 0.084 23 
2 -13 342.505 0.080 23 
2 -12 349.541 0.076 22 
2 -11 363.301 0.073 21 
2 -10 370.301 0.069 21 
2 -9 379.520 0.066 20 
2 -8 397.021 0.063 20 
2 -7 398.329 0.039 19 
2 -6 417.345 0.032 18 
2 -5 425.990 0.025 18 
2 -4 439.322 0.024 17 
2 -3 454.888 0.037 17 
2 -2 463.702 0.061 16 
2 -1 483.757 0.163 16 
2 0 491.375 0.267 15 
2 1 512.569 0.280 15 
2 2 522.865 0.294 14 
2 3 541.063 0.309 14 
2 4 558.295 0.324 13 
2 5 570.843 0.341 13 
2 6 598.121 0.358 13 
2 7 600.210 0.375 12 
2 8 629.015 0.394 12 
2 9 644.635 0.414 11 
2 10 658.681 0.435 11 
2 11 686.768 0.456 11 
2 12 696.972 0.479 10 
2 13 715.765 0.503 10 
