l n nu dnu n_g
0 2 128.418 0.128 0 
0 3 158.798 0.121 0 
0 4 188.933 0.116 0 
0 5 218.821 0.110 0 
0 6 248.734 0.105 0 
0 7 279.049 0.050 0 
0 8 308.754 0.029 0 
0 9 337.625 0.031 0 
0 10 366.291 0.021 0 
0 11 396.479 0.020 0 
0 12 427.400 0.015 0 
0 13 458.371 0.015 0 
0 14 488.912 0.018 0 
0 15 519.272 0.028 0 
0 16 549.965 0.052 0 
0 17 581.011 0.145 0 
0 18 612.633 0.182 0 
0 19 644.167 0.191 0 
0 20 675.707 0.201 0 
0 21 707.276 0.211 0 
0 22 738.340 0.221 0 
0 23 769.335 0.232 0 
1 -20 139.695 0.291 23 
1 -19 146.254 0.277 22 
1 -18 153.623 0.264 21 
1 -17 160.695 0.251 20 
1 -12 164.216 0.239 15 
1 -15 169.779 0.228 19 
1 -4 177.192 0.217 8 
1 -7 183.758 0.207 11 
1 -12 192.821 0.197 16 
1 -11 197.741 0.187 16 
1 -10 206.522 0.178 15 
1 -9 220.034 0.170 14 
1 -8 226.498 0.162 13 
1 -7 237.036 0.154 13 
1 -6 254.010 0.147 12 
1 -5 257.913 0.140 11 
1 -4 277.959 0.133 11 
1 3 286.272 0.127 4 
1 -2 304.453 0.121 10 
1 5 314.940 0.115 3 
1 4 334.642 0.110 5 
1 1 344.242 0.102 8 
1 8 364.791 0.051 2 
1 3 379.356 0.038 8 
1 8 396.284 0.028 3 
1 9 415.675 0.023 3 
1 6 436.226 0.017 6 
1 9 452.484 0.017 4 
1 10 475.012 0.014 5 
1 9 498.521 0.018 5 
1 12 514.786 0.024 3 
1 13 537.225 0.050 3 
1 12 564.621 0.102 5 
1 13 588.042 0.218 4 
1 16 603.759 0.229 2 
1 17 630.671 0.241 2 
1 16 659.990 0.253 4 
1 17 689.954 0.265 4 
1 18 714.299 0.279 3 
1 19 729.983 0.293 3 
1 20 755.646 0.307 3 
1 21 785.901 0.323 3 
2 -39 135.375 0.399 41 
2 -38 137.746 0.380 40 
2 -37 141.869 0.362 39 
2 -36 145.255 0.345 39 
2 -35 149.534 0.328 38 
2 -34 150.518 0.313 37 
2 -33 154.306 0.298 36 
2 -32 158.319 0.284 35 
2 -31 162.300 0.270 34 
2 -30 165.278 0.257 33 
2 -29 168.958 0.245 32 
2 -28 174.466 0.233 31 
2 -27 180.178 0.222 31 
2 -26 183.479 0.212 30 
2 -25 186.578 0.202 29 
2 -24 193.311 0.192 28 
2 -23 200.219 0.183 27 
2 -22 205.423 0.174 26 
2 -21 209.633 0.166 26 
2 -20 216.009 0.158 25 
2 -19 219.744 0.150 24 
2 -18 227.190 0.143 23 
2 -17 236.637 0.136 22 
2 -16 243.867 0.130 22 
2 -15 247.609 0.124 21 
2 -14 259.159 0.118 20 
2 -13 271.374 0.112 20 
2 -12 274.546 0.107 19 
2 -11 285.705 0.102 18 
2 -10 297.510 0.097 17 
2 -9 304.586 0.092 17 
2 -8 310.841 0.088 16 
2 -7 325.104 0.084 15 
2 -6 334.255 0.080 15 
2 -5 345.229 0.076 14 
2 -4 362.815 0.072 14 
2 -3 368.436 0.069 13 
2 -2 392.780 0.066 13 
2 -1 395.114 0.063 12 
2 0 423.856 0.041 12 
2 1 425.714 0.032 11 
2 2 455.110 0.027 11 
2 3 461.076 0.025 10 
2 4 485.871 0.039 10 
2 5 503.189 0.066 9 
2 6 516.011 0.174 9 
2 7 546.567 0.297 9 
2 8 554.080 0.312 8 
2 9 578.283 0.327 8 
2 10 609.355 0.344 8 
2 11 615.990 0.361 7 
2 12 640.948 0.379 7 
2 13 672.671 0.398 7 
2 14 690.589 0.418 6 
2 15 705.091 0.439 6 
2 16 735.781 0.461 6 
2 17 766.639 0.484 6 
2 18 780.359 0.508 5 
