l n nu dnu n_g
0 3 148.171 0.137 0 
0 4 178.498 0.130 0 
0 5 208.672 0.124 0 
0 6 238.114 0.118 0 
0 7 266.306 0.112 0 
0 8 293.759 0.053 0 
0 9 322.048 0.030 0 
0 10 350.460 0.032 0 
0 11 378.390 0.021 0 
0 12 406.420 0.020 0 
0 13 435.192 0.015 0 
0 14 464.324 0.015 0 
0 15 493.329 0.018 0 
0 16 522.345 0.029 0 
0 17 551.467 0.052 0 
0 18 580.802 0.145 0 
0 19 610.479 0.181 0 
0 20 639.961 0.190 0 
0 21 669.490 0.200 0 
0 22 699.280 0.210 0 
0 23 728.430 0.220 0 
0 24 757.786 0.231 0 
1 -34 147.691 0.465 37 
1 -25 152.822 0.443 28 
1 -8 156.815 0.422 11 
1 -31 157.831 0.401 34 
1 -30 162.712 0.382 34 
1 -29 167.004 0.364 33 
1 -12 171.675 0.347 16 
1 -3 176.742 0.330 7 
1 -2 180.308 0.315 6 
1 -25 185.619 0.300 29 
1 -24 191.152 0.285 29 
1 -3 195.905 0.272 8 
1 -2 199.763 0.259 7 
1 -9 206.491 0.246 14 
1 -20 214.311 0.235 25 
1 -19 220.928 0.224 25 
1 -8 224.652 0.213 14 
1 -11 233.250 0.203 17 
1 -10 242.878 0.193 16 
1 -15 248.300 0.184 21 
1 -14 255.994 0.175 21 
1 -3 266.753 0.167 10 
1 -2 273.610 0.159 9 
1 -11 282.245 0.151 19 
1 4 293.640 0.144 4 
1 -9 301.221 0.137 17 
1 0 313.132 0.131 9 
1 5 322.052 0.124 4 
1 -6 334.900 0.119 16 
1 7 345.011 0.113 3 
1 -4 358.637 0.106 14 
1 7 369.868 0.052 4 
1 -2 384.103 0.038 13 
1 9 396.276 0.028 3 
1 0 412.708 0.023 12 
1 9 424.337 0.016 4 
1 2 444.923 0.017 11 
1 11 453.947 0.014 3 
1 4 478.327 0.017 11 
1 5 487.825 0.023 10 
1 12 508.981 0.047 4 
1 7 530.739 0.096 9 
1 10 540.369 0.201 7 
1 11 566.268 0.211 7 
1 10 587.650 0.221 8 
1 13 598.623 0.232 6 
1 14 625.509 0.244 6 
1 13 650.725 0.256 7 
1 14 663.000 0.269 7 
1 17 685.139 0.282 6 
1 16 713.029 0.296 7 
1 17 736.094 0.311 6 
2 -64 143.489 0.891 67 
2 -63 143.735 0.848 66 
2 -62 144.990 0.808 65 
2 -61 148.655 0.769 64 
2 -60 150.479 0.733 63 
2 -59 152.161 0.698 62 
2 -58 155.178 0.665 61 
2 -57 158.533 0.633 60 
2 -56 160.892 0.603 59 
2 -55 164.386 0.574 58 
2 -54 165.994 0.547 57 
2 -53 168.300 0.521 56 
2 -52 171.546 0.496 56 
2 -51 173.229 0.472 55 
2 -50 175.532 0.450 54 
2 -49 177.060 0.428 53 
2 -48 179.407 0.408 52 
2 -47 184.824 0.389 51 
2 -46 187.153 0.370 50 
2 -45 190.381 0.352 49 
2 -44 195.285 0.336 48 
2 -43 199.292 0.320 47 
2 -42 203.219 0.304 47 
2 -41 204.194 0.290 46 
2 -40 208.209 0.276 45 
2 -39 212.558 0.263 44 
2 -38 217.432 0.251 43 
2 -37 221.926 0.239 42 
2 -36 226.059 0.227 41 
2 -35 230.354 0.216 41 
2 -34 234.490 0.206 40 
2 -33 236.043 0.196 39 
2 -32 241.554 0.187 38 
2 -31 247.428 0.178 37 
2 -30 254.386 0.170 36 
2 -29 261.269 0.161 36 
2 -28 263.384 0.154 35 
2 -27 268.991 0.146 34 
2 -26 276.971 0.139 33 
2 -25 285.446 0.133 32 
2 -24 290.469 0.127 32 
2 -23 294.155 0.120 31 
2 -22 303.818 0.115 30 
2 -21 313.515 0.109 29 
2 -20 318.748 0.104 29 
2 -19 323.978 0.099 28 
2 -18 334.727 0.094 27 
2 -17 345.133 0.090 27 
2 -16 347.983 0.086 26 
2 -15 356.729 0.082 25 
2 -14 367.906 0.078 24 
2 -13 375.862 0.074 24 
2 -12 381.571 0.070 23 
2 -11 396.982 0.067 22 
2 -10 403.822 0.064 22 
2 -9 414.270 0.040 21 
2 -8 432.203 0.033 21 
2 -7 433.515 0.026 20 
2 -6 453.760 0.025 19 
2 -5 461.765 0.037 19 
2 -4 476.538 0.063 18 
2 -3 490.886 0.165 18 
2 -2 501.399 0.273 17 
2 -1 519.416 0.286 17 
2 0 529.564 0.300 16 
2 1 549.378 0.315 16 
2 2 560.858 0.331 15 
2 3 578.897 0.348 15 
2 4 596.625 0.365 14 
2 5 607.898 0.383 14 
2 6 636.172 0.403 14 
2 7 637.346 0.423 13 
2 8 667.046 0.444 13 
2 9 681.839 0.466 12 
2 10 696.592 0.489 12 
2 11 725.455 0.514 12 
2 12 734.006 0.540 11 
2 13 755.508 0.567 11 
