l n nu dnu n_g
0 3 147.489 0.115 0 
0 4 176.459 0.109 0 
0 5 205.449 0.104 0 
0 6 234.674 0.099 0 
0 7 262.176 0.047 0 
0 8 288.885 0.027 0 
0 9 316.517 0.029 0 
0 10 344.728 0.019 0 
0 11 372.619 0.019 0 
0 12 400.231 0.014 0 
0 13 428.379 0.014 0 
0 14 457.291 0.017 0 
0 15 486.206 0.027 0 
0 16 515.144 0.048 0 
0 17 543.809 0.136 0 
0 18 572.884 0.170 0 
0 19 601.921 0.179 0 
0 20 631.165 0.188 0 
0 21 660.570 0.197 0 
0 22 689.850 0.207 0 
0 23 718.661 0.217 0 
1 -13 132.529 0.443 16 
1 -32 136.532 0.422 35 
1 -31 139.405 0.402 34 
1 -30 143.811 0.383 33 
1 -29 147.925 0.365 32 
1 -16 152.701 0.347 19 
1 -27 153.971 0.331 30 
1 -26 158.497 0.315 30 
1 -25 164.979 0.300 29 
1 -24 169.837 0.286 28 
1 -5 175.867 0.272 9 
1 -2 180.040 0.259 6 
1 -21 184.169 0.247 25 
1 -12 190.673 0.235 17 
1 -1 195.846 0.224 6 
1 -6 201.980 0.213 11 
1 -17 210.046 0.203 22 
1 -16 215.919 0.193 21 
1 -15 221.180 0.184 21 
1 -14 231.326 0.175 20 
1 -7 241.402 0.167 13 
1 -12 245.141 0.159 18 
1 -11 256.064 0.152 18 
1 2 267.375 0.144 5 
1 -9 272.367 0.138 16 
1 -2 286.771 0.131 10 
1 3 294.486 0.125 5 
1 -6 306.317 0.119 15 
1 5 318.117 0.113 4 
1 -4 329.022 0.108 14 
1 7 342.023 0.102 3 
1 -2 355.018 0.050 12 
1 7 367.458 0.036 4 
1 0 383.301 0.027 11 
1 9 394.055 0.022 3 
1 2 414.008 0.016 11 
1 9 423.775 0.016 4 
1 10 444.766 0.013 4 
1 5 460.585 0.016 9 
1 12 474.943 0.023 3 
1 7 499.812 0.047 9 
1 8 512.178 0.093 8 
1 13 531.204 0.197 4 
1 10 556.765 0.207 8 
1 11 572.232 0.217 7 
1 16 589.728 0.228 3 
1 13 615.799 0.240 7 
1 14 638.957 0.252 6 
1 15 651.950 0.264 6 
1 18 676.511 0.278 4 
1 17 703.625 0.291 6 
1 18 727.621 0.306 5 
2 -59 134.566 0.745 61 
2 -58 135.526 0.709 61 
2 -57 138.941 0.676 60 
2 -56 141.345 0.643 59 
2 -55 142.644 0.613 58 
2 -54 143.761 0.584 57 
2 -53 145.785 0.556 56 
2 -52 148.364 0.529 55 
2 -51 150.824 0.504 54 
2 -50 154.811 0.480 53 
2 -49 157.681 0.457 52 
2 -48 160.495 0.436 51 
2 -47 163.620 0.415 50 
2 -46 165.529 0.395 50 
2 -45 168.031 0.376 49 
2 -44 170.729 0.358 48 
2 -43 173.826 0.341 47 
2 -42 175.378 0.325 46 
2 -41 179.094 0.310 45 
2 -40 182.701 0.295 44 
2 -39 187.248 0.281 43 
2 -38 192.072 0.267 42 
2 -37 196.707 0.255 42 
2 -36 200.939 0.243 41 
2 -35 201.550 0.231 40 
2 -34 206.838 0.220 39 
2 -33 212.183 0.209 38 
2 -32 217.001 0.200 37 
2 -31 220.867 0.190 36 
2 -30 225.522 0.181 35 
2 -29 230.994 0.172 35 
2 -28 232.545 0.164 34 
2 -27 238.595 0.156 33 
2 -26 245.435 0.149 32 
2 -25 253.155 0.142 31 
2 -24 258.948 0.135 31 
2 -23 261.492 0.129 30 
2 -22 270.279 0.122 29 
2 -21 279.691 0.117 28 
2 -20 285.424 0.111 28 
2 -19 289.772 0.106 27 
2 -18 300.294 0.101 26 
2 -17 311.022 0.096 26 
2 -16 313.372 0.091 25 
2 -15 322.537 0.087 24 
2 -14 332.915 0.083 23 
2 -13 341.389 0.079 23 
2 -12 345.045 0.075 22 
2 -11 357.710 0.072 21 
2 -10 369.905 0.068 21 
2 -9 373.657 0.065 20 
2 -8 391.002 0.062 19 
2 -7 397.614 0.039 19 
2 -6 410.572 0.031 18 
2 -5 425.672 0.025 18 
2 -4 432.128 0.024 17 
2 -3 454.427 0.037 17 
2 -2 456.192 0.060 16 
2 -1 483.049 0.163 16 
2 0 483.866 0.263 15 
2 1 512.643 0.276 15 
2 2 514.192 0.290 14 
2 3 541.232 0.304 14 
2 4 548.918 0.319 13 
2 5 570.704 0.335 13 
2 6 589.084 0.352 12 
2 7 599.620 0.370 12 
2 8 628.038 0.388 12 
2 9 633.456 0.408 11 
2 10 657.763 0.428 11 
2 11 685.293 0.450 11 
2 12 688.214 0.472 10 
2 13 716.743 0.496 10 
