l n nu dnu n_g
0 3 167.324 0.150 0 
0 4 197.792 0.143 0 
0 5 229.141 0.136 0 
0 6 260.422 0.129 0 
0 7 291.799 0.123 0 
0 8 323.724 0.059 0 
0 9 355.104 0.033 0 
0 10 385.500 0.036 0 
0 11 416.119 0.023 0 
0 12 447.833 0.022 0 
0 13 480.492 0.017 0 
0 14 513.494 0.016 0 
0 15 546.225 0.020 0 
0 16 578.738 0.032 0 
0 17 611.020 0.057 0 
0 18 643.499 0.161 0 
0 19 676.189 0.201 0 
0 20 709.266 0.211 0 
0 21 742.601 0.221 0 
0 22 776.025 0.233 0 
0 23 809.049 0.244 0 
0 24 842.151 0.256 0 
1 -14 160.902 0.225 17 
1 -3 167.747 0.214 6 
1 -12 172.844 0.204 15 
1 -7 179.463 0.194 11 
1 -10 186.893 0.185 14 
1 -9 199.976 0.176 13 
1 -8 205.626 0.168 12 
1 -7 216.307 0.160 12 
1 -6 234.052 0.152 11 
1 -5 237.603 0.145 10 
1 -4 257.837 0.138 10 
1 3 267.509 0.132 3 
1 -2 285.464 0.125 9 
1 3 298.940 0.119 4 
1 0 318.395 0.114 8 
1 5 330.481 0.108 3 
1 6 353.187 0.105 3 
1 3 365.985 0.051 6 
1 8 386.277 0.038 2 
1 7 404.600 0.029 4 
1 6 425.658 0.023 5 
1 9 444.703 0.017 3 
1 10 466.536 0.017 3 
1 9 492.817 0.015 4 
1 10 513.024 0.018 4 
1 13 534.566 0.025 2 
1 12 563.205 0.052 4 
1 13 591.940 0.107 3 
1 14 612.966 0.228 3 
1 15 631.804 0.239 3 
1 16 661.148 0.251 3 
1 17 692.812 0.264 3 
1 18 724.910 0.277 3 
1 19 757.022 0.291 2 
1 20 780.938 0.305 2 
1 21 797.505 0.320 2 
1 22 826.441 0.336 2 
2 -28 153.270 0.290 31 
2 -27 157.109 0.277 30 
2 -26 162.901 0.263 29 
2 -25 166.600 0.251 28 
2 -24 169.776 0.239 27 
2 -23 175.695 0.228 26 
2 -22 182.714 0.217 25 
2 -21 188.959 0.206 25 
2 -20 190.911 0.197 24 
2 -19 198.486 0.187 23 
2 -18 206.118 0.178 22 
2 -17 210.358 0.170 21 
2 -16 218.604 0.162 21 
2 -15 225.559 0.154 20 
2 -14 230.066 0.147 19 
2 -13 241.839 0.140 18 
2 -12 253.737 0.133 18 
2 -11 256.149 0.127 17 
2 -10 270.029 0.121 16 
2 -9 282.394 0.115 16 
2 -8 288.130 0.109 15 
2 -7 297.305 0.104 14 
2 -6 311.892 0.099 13 
2 -5 320.115 0.095 13 
2 -4 333.501 0.090 12 
2 -3 351.129 0.086 12 
2 -2 359.145 0.082 11 
2 -1 381.833 0.078 11 
2 0 388.984 0.074 10 
2 1 412.468 0.071 10 
2 2 424.568 0.067 9 
2 3 444.339 0.043 9 
2 4 467.740 0.036 8 
2 5 477.070 0.028 8 
2 6 510.135 0.028 8 
2 7 520.716 0.042 7 
2 8 542.892 0.071 7 
2 9 575.802 0.194 7 
2 10 586.062 0.318 6 
2 11 608.482 0.334 6 
2 12 640.281 0.351 6 
2 13 665.487 0.369 5 
2 14 673.318 0.387 5 
2 15 706.420 0.406 5 
2 16 739.948 0.427 5 
2 17 764.143 0.448 4 
2 18 773.399 0.470 4 
2 19 807.267 0.494 4 
2 20 839.302 0.519 4 
