l n nu dnu n_g
0 3 148.504 0.115 0 
0 4 176.896 0.109 0 
0 5 205.998 0.104 0 
0 6 235.157 0.099 0 
0 7 262.949 0.048 0 
0 8 289.575 0.027 0 
0 9 316.823 0.029 0 
0 10 345.336 0.019 0 
0 11 373.597 0.019 0 
0 12 401.430 0.014 0 
0 13 429.503 0.014 0 
0 14 458.267 0.017 0 
0 15 487.444 0.027 0 
0 16 516.528 0.049 0 
0 17 545.734 0.136 0 
0 18 574.576 0.171 0 
0 19 603.913 0.179 0 
0 20 633.073 0.188 0 
0 21 662.779 0.198 0 
0 22 692.143 0.208 0 
0 23 720.801 0.218 0 
1 -11 129.678 0.388 14 
1 -22 132.405 0.369 25 
1 -29 137.007 0.352 32 
1 -28 140.807 0.335 31 
1 -27 145.540 0.319 30 
1 -26 150.562 0.304 29 
1 -7 154.749 0.289 10 
1 -24 156.751 0.276 27 
1 -23 161.802 0.263 27 
1 -22 167.675 0.250 26 
1 -7 174.325 0.238 11 
1 -2 178.635 0.227 6 
1 -19 183.903 0.216 23 
1 -14 189.689 0.206 19 
1 -3 194.905 0.196 8 
1 -10 202.329 0.187 15 
1 -15 211.044 0.178 20 
1 -14 216.512 0.169 19 
1 -13 223.060 0.161 19 
1 -12 234.490 0.154 18 
1 -1 242.770 0.146 7 
1 -10 248.928 0.139 17 
1 -9 262.907 0.133 16 
1 2 269.837 0.126 5 
1 -7 280.705 0.120 15 
1 4 293.950 0.115 4 
1 -5 301.562 0.109 14 
1 6 317.410 0.104 3 
1 -3 325.538 0.097 12 
1 6 342.175 0.048 4 
1 -1 352.746 0.035 11 
1 8 368.393 0.026 3 
1 1 382.718 0.021 10 
1 8 395.718 0.015 4 
1 3 415.299 0.015 10 
1 8 426.324 0.013 5 
1 11 446.393 0.016 3 
1 6 465.971 0.022 8 
1 11 477.921 0.045 4 
1 10 502.598 0.091 6 
1 9 522.117 0.194 7 
1 14 535.840 0.204 3 
1 11 560.646 0.214 7 
1 12 584.463 0.225 6 
1 15 598.180 0.236 5 
1 16 620.060 0.248 4 
1 15 647.621 0.260 6 
1 16 671.246 0.273 5 
1 17 684.683 0.287 5 
1 20 708.253 0.301 3 
2 -58 126.473 0.716 60 
2 -57 128.743 0.682 59 
2 -56 131.292 0.650 58 
2 -55 133.822 0.619 57 
2 -54 133.748 0.589 56 
2 -53 135.665 0.561 56 
2 -52 139.167 0.534 55 
2 -51 140.689 0.509 54 
2 -50 143.208 0.485 53 
2 -49 144.003 0.462 52 
2 -48 147.346 0.440 51 
2 -47 149.741 0.419 50 
2 -46 153.402 0.399 49 
2 -45 156.337 0.380 48 
2 -44 160.144 0.362 47 
2 -43 162.839 0.344 46 
2 -42 165.033 0.328 45 
2 -41 167.499 0.312 45 
2 -40 171.365 0.298 44 
2 -39 173.729 0.283 43 
2 -38 176.140 0.270 42 
2 -37 180.224 0.257 41 
2 -36 184.682 0.245 40 
2 -35 189.544 0.233 39 
2 -34 194.399 0.222 38 
2 -33 199.178 0.211 38 
2 -32 201.296 0.201 37 
2 -31 204.718 0.192 36 
2 -30 210.486 0.183 35 
2 -29 215.515 0.174 34 
2 -28 219.454 0.166 33 
2 -27 225.107 0.158 32 
2 -26 230.851 0.150 32 
2 -25 232.771 0.143 31 
2 -24 239.564 0.136 30 
2 -23 247.598 0.130 29 
2 -22 255.747 0.124 29 
2 -21 259.558 0.118 28 
2 -20 265.045 0.112 27 
2 -19 274.878 0.107 26 
2 -18 284.968 0.102 26 
2 -17 286.432 0.097 25 
2 -16 296.424 0.092 24 
2 -15 307.975 0.088 23 
2 -14 313.172 0.084 23 
2 -13 319.718 0.080 22 
2 -12 330.096 0.076 21 
2 -11 341.429 0.072 21 
2 -10 343.981 0.069 20 
2 -9 358.298 0.066 19 
2 -8 370.706 0.062 19 
2 -7 375.892 0.059 18 
2 -6 395.294 0.039 18 
2 -5 398.773 0.030 17 
2 -4 417.415 0.025 16 
2 -3 426.800 0.023 16 
2 -2 442.329 0.036 15 
2 -1 455.516 0.060 15 
2 0 470.439 0.159 14 
2 1 484.709 0.263 14 
2 2 502.586 0.276 13 
2 3 514.044 0.290 13 
2 4 539.164 0.305 12 
2 5 542.885 0.320 12 
2 6 572.372 0.336 12 
2 7 580.295 0.353 11 
2 8 601.639 0.370 11 
2 9 628.347 0.389 11 
2 10 630.683 0.408 10 
2 11 659.859 0.429 10 
2 12 685.068 0.450 9 
2 13 689.440 0.473 9 
2 14 718.499 0.496 9 
