l n nu dnu n_g
0 3 174.923 0.156 0 
0 4 207.658 0.149 0 
0 5 239.388 0.142 0 
0 6 271.056 0.135 0 
0 7 304.155 0.128 0 
0 8 337.253 0.061 0 
0 9 370.654 0.034 0 
0 10 403.635 0.037 0 
0 11 435.779 0.024 0 
0 12 468.140 0.023 0 
0 13 501.557 0.018 0 
0 14 535.764 0.017 0 
0 15 570.424 0.021 0 
0 16 605.188 0.033 0 
0 17 639.547 0.060 0 
0 18 673.773 0.168 0 
0 19 707.700 0.210 0 
0 20 742.095 0.221 0 
0 21 776.537 0.232 0 
0 22 810.813 0.243 0 
0 23 845.802 0.256 0 
0 24 879.895 0.268 0 
1 -5 166.766 0.232 8 
1 -10 174.552 0.221 13 
1 -9 182.275 0.211 12 
1 -8 187.927 0.201 12 
1 -7 203.928 0.191 11 
1 -6 214.375 0.182 10 
1 -5 223.385 0.173 10 
1 -4 244.863 0.165 9 
1 -3 248.298 0.157 8 
1 -2 275.206 0.150 8 
1 -1 279.846 0.143 7 
1 2 308.435 0.136 5 
1 1 315.921 0.129 6 
1 6 341.822 0.123 2 
1 3 358.308 0.117 6 
1 6 377.572 0.112 3 
1 7 398.802 0.056 3 
1 6 419.152 0.042 5 
1 7 442.999 0.031 4 
1 10 462.555 0.025 2 
1 9 486.566 0.019 4 
1 10 515.261 0.019 3 
1 11 538.567 0.016 3 
1 12 559.186 0.020 3 
1 13 589.343 0.028 3 
1 14 621.920 0.058 3 
1 15 654.150 0.118 3 
1 16 679.499 0.252 2 
1 17 696.507 0.265 2 
1 18 726.373 0.278 2 
1 19 760.003 0.292 2 
1 20 792.545 0.307 2 
1 21 826.623 0.322 2 
1 22 860.869 0.338 2 
1 23 894.197 0.355 2 
2 -21 169.588 0.241 24 
2 -20 172.107 0.230 23 
2 -19 179.453 0.219 22 
2 -18 188.068 0.208 21 
2 -17 194.514 0.198 21 
2 -16 198.347 0.189 20 
2 -15 207.120 0.180 19 
2 -14 212.197 0.171 18 
2 -13 220.919 0.163 17 
2 -12 232.750 0.156 17 
2 -11 235.456 0.148 16 
2 -10 248.884 0.141 15 
2 -9 262.234 0.134 15 
2 -8 266.754 0.128 14 
2 -7 280.468 0.122 13 
2 -6 291.404 0.116 12 
2 -5 300.909 0.111 12 
2 -4 311.542 0.105 11 
2 -3 332.696 0.100 11 
2 -2 336.591 0.095 10 
2 -1 365.740 0.091 10 
2 0 367.609 0.087 9 
2 1 399.525 0.082 9 
2 2 404.737 0.079 8 
2 3 432.032 0.075 8 
2 4 450.267 0.071 7 
2 5 464.677 0.045 7 
2 6 497.978 0.038 7 
2 7 507.341 0.030 6 
2 8 532.334 0.029 6 
2 9 566.977 0.046 6 
2 10 579.632 0.076 5 
2 11 601.817 0.203 5 
2 12 636.028 0.346 5 
2 13 667.934 0.363 5 
2 14 671.018 0.381 4 
2 15 705.207 0.400 4 
2 16 739.176 0.420 4 
2 17 772.522 0.441 4 
2 18 784.651 0.463 3 
2 19 808.218 0.486 3 
2 20 842.951 0.511 3 
2 21 876.304 0.536 3 
