l n nu dnu n_g
0 2 124.272 0.124 0 
0 3 153.780 0.118 0 
0 4 183.479 0.113 0 
0 5 212.627 0.107 0 
0 6 242.359 0.102 0 
0 7 271.554 0.049 0 
0 8 299.857 0.028 0 
0 9 327.406 0.030 0 
0 10 356.060 0.020 0 
0 11 385.633 0.019 0 
0 12 415.604 0.015 0 
0 13 444.850 0.014 0 
0 14 474.128 0.017 0 
0 15 503.768 0.028 0 
0 16 534.092 0.050 0 
0 17 564.589 0.141 0 
0 18 595.014 0.177 0 
0 19 625.293 0.186 0 
0 20 655.791 0.195 0 
0 21 686.237 0.205 0 
0 22 716.452 0.215 0 
0 23 746.745 0.226 0 
1 -24 133.052 0.299 27 
1 -23 138.627 0.285 26 
1 -22 143.720 0.272 25 
1 -21 149.797 0.259 24 
1 -20 155.848 0.246 23 
1 -7 159.364 0.235 10 
1 -18 164.301 0.223 22 
1 -17 171.799 0.213 21 
1 -4 178.832 0.203 8 
1 -5 183.879 0.193 10 
1 -14 191.271 0.184 18 
1 -7 195.862 0.175 12 
1 -12 204.307 0.167 17 
1 -11 216.399 0.159 16 
1 -10 220.936 0.151 15 
1 -9 230.827 0.144 15 
1 -8 246.371 0.137 14 
1 -7 250.489 0.131 13 
1 -6 265.630 0.124 13 
1 3 278.123 0.118 4 
1 -4 287.263 0.113 12 
1 5 304.624 0.107 3 
1 -2 312.706 0.102 11 
1 5 330.442 0.098 4 
1 0 342.184 0.048 10 
1 7 357.766 0.035 3 
1 6 374.951 0.027 5 
1 7 388.822 0.021 4 
1 10 407.055 0.016 2 
1 5 426.786 0.016 7 
1 10 440.766 0.013 3 
1 11 461.602 0.016 3 
1 8 484.108 0.023 6 
1 11 498.585 0.046 4 
1 12 520.982 0.094 4 
1 11 546.887 0.203 6 
1 12 565.359 0.213 5 
1 15 583.709 0.224 3 
1 16 610.534 0.235 4 
1 15 638.652 0.247 5 
1 16 658.225 0.259 4 
1 19 674.867 0.272 2 
1 20 702.665 0.286 2 
1 19 732.001 0.300 4 
1 20 761.100 0.315 4 
2 -45 133.433 0.452 47 
2 -44 134.834 0.431 46 
2 -42 140.621 0.410 45 
2 -41 142.809 0.391 44 
2 -40 146.423 0.372 43 
2 -39 147.803 0.354 42 
2 -38 151.030 0.337 41 
2 -37 155.263 0.321 40 
2 -36 158.873 0.306 39 
2 -35 163.079 0.291 38 
2 -34 165.058 0.278 37 
2 -33 168.499 0.264 36 
2 -32 173.260 0.252 36 
2 -31 177.747 0.240 35 
2 -30 179.528 0.228 34 
2 -29 183.792 0.218 33 
2 -28 189.580 0.207 32 
2 -27 195.306 0.197 31 
2 -26 201.491 0.188 31 
2 -25 204.516 0.179 30 
2 -24 209.262 0.170 29 
2 -23 214.701 0.162 28 
2 -22 218.531 0.155 27 
2 -21 225.995 0.147 26 
2 -20 234.710 0.140 26 
2 -19 238.237 0.134 25 
2 -18 244.266 0.127 24 
2 -17 254.338 0.121 23 
2 -16 264.617 0.115 23 
2 -15 267.361 0.110 22 
2 -14 276.982 0.105 21 
2 -13 289.318 0.100 20 
2 -12 295.269 0.095 20 
2 -11 302.681 0.090 19 
2 -10 313.150 0.086 18 
2 -9 323.540 0.082 18 
2 -8 327.071 0.078 17 
2 -7 343.344 0.074 16 
2 -6 352.856 0.071 16 
2 -5 363.511 0.067 15 
2 -4 382.488 0.064 15 
2 -3 386.544 0.061 14 
2 -2 412.094 0.040 14 
2 -1 413.208 0.031 13 
2 0 441.646 0.026 13 
2 1 443.010 0.024 12 
2 2 471.188 0.038 12 
2 3 477.047 0.063 11 
2 4 500.677 0.169 11 
2 5 516.748 0.281 10 
2 6 531.162 0.295 10 
2 7 561.693 0.309 10 
2 8 564.549 0.325 9 
2 9 592.370 0.341 9 
2 10 620.425 0.358 9 
2 11 623.005 0.376 8 
2 12 653.074 0.395 8 
2 13 683.148 0.415 8 
2 14 688.750 0.435 7 
2 15 713.352 0.457 7 
2 16 743.881 0.480 7 
