l n nu dnu n_g
0 3 145.467 0.135 0 
0 4 176.009 0.129 0 
0 5 206.364 0.123 0 
0 6 236.030 0.117 0 
0 7 264.068 0.111 0 
0 8 291.449 0.053 0 
0 9 319.603 0.030 0 
0 10 347.499 0.032 0 
0 11 374.976 0.021 0 
0 12 402.819 0.020 0 
0 13 431.168 0.015 0 
0 14 459.658 0.015 0 
0 15 488.159 0.018 0 
0 16 516.785 0.028 0 
0 17 545.539 0.051 0 
0 18 574.451 0.144 0 
0 19 603.201 0.179 0 
0 20 632.361 0.188 0 
0 21 661.622 0.198 0 
0 22 690.573 0.208 0 
0 23 719.531 0.218 0 
0 24 749.291 0.229 0 
1 -16 152.540 0.586 19 
1 -15 154.856 0.558 18 
1 -38 156.189 0.531 41 
1 -37 161.271 0.506 41 
1 -16 163.828 0.482 20 
1 -9 167.851 0.459 13 
1 -2 170.498 0.437 6 
1 -7 174.643 0.416 11 
1 -14 178.636 0.396 18 
1 -31 183.093 0.377 35 
1 -30 188.160 0.359 35 
1 -5 192.478 0.342 10 
1 -4 195.723 0.326 9 
1 -13 201.244 0.311 18 
1 -26 206.789 0.296 31 
1 -25 213.654 0.282 30 
1 -24 219.640 0.268 30 
1 -7 222.406 0.255 13 
1 -14 228.676 0.243 20 
1 -17 237.224 0.232 23 
1 -20 244.933 0.221 26 
1 -19 248.728 0.210 26 
1 -8 256.206 0.200 15 
1 -3 265.117 0.191 10 
1 -14 272.109 0.182 21 
1 -7 279.438 0.173 15 
1 0 287.073 0.165 8 
1 -5 296.067 0.157 13 
1 -12 305.612 0.149 21 
1 3 313.176 0.142 6 
1 -10 323.634 0.135 19 
1 1 335.482 0.129 9 
1 2 342.284 0.123 8 
1 -7 357.711 0.117 17 
1 6 364.880 0.108 5 
1 -5 379.208 0.053 16 
1 8 390.755 0.039 4 
1 -3 402.756 0.028 15 
1 6 418.187 0.023 7 
1 -1 429.045 0.016 14 
1 8 446.345 0.017 6 
1 1 458.703 0.014 13 
1 10 474.880 0.017 5 
1 3 492.259 0.023 12 
1 12 503.867 0.047 4 
1 5 527.908 0.096 11 
1 6 535.823 0.199 11 
1 9 559.820 0.209 9 
1 8 576.864 0.219 10 
1 13 590.516 0.230 6 
1 10 617.221 0.242 10 
1 11 632.273 0.254 9 
1 14 648.253 0.267 7 
1 13 675.268 0.280 9 
1 14 697.100 0.294 8 
1 15 708.337 0.309 8 
1 16 734.295 0.324 8 
2 -71 150.506 1.076 74 
2 -70 156.130 1.025 73 
2 -68 160.246 0.976 71 
2 -67 162.867 0.929 70 
2 -66 163.779 0.885 69 
2 -65 167.154 0.843 68 
2 -64 168.146 0.803 68 
2 -63 169.759 0.765 67 
2 -62 170.924 0.728 66 
2 -61 172.046 0.694 65 
2 -60 175.363 0.661 64 
2 -59 178.174 0.629 63 
2 -58 180.747 0.599 62 
2 -57 183.619 0.571 61 
2 -56 186.991 0.543 60 
2 -55 189.008 0.518 59 
2 -54 193.460 0.493 58 
2 -53 195.861 0.469 57 
2 -52 199.164 0.447 57 
2 -51 202.409 0.426 56 
2 -50 203.446 0.406 55 
2 -49 206.591 0.386 54 
2 -48 211.495 0.368 53 
2 -47 215.299 0.350 52 
2 -46 219.397 0.334 51 
2 -45 222.997 0.318 50 
2 -44 227.372 0.303 49 
2 -43 230.927 0.288 49 
2 -42 233.054 0.274 48 
2 -41 235.645 0.261 47 
2 -40 239.573 0.249 46 
2 -39 245.296 0.237 45 
2 -38 249.824 0.226 44 
2 -37 256.024 0.215 43 
2 -36 260.938 0.205 43 
2 -35 261.786 0.195 42 
2 -34 267.873 0.186 41 
2 -33 274.315 0.177 40 
2 -32 281.118 0.169 39 
2 -31 287.842 0.160 39 
2 -30 288.566 0.153 38 
2 -29 296.099 0.146 37 
2 -28 304.037 0.139 36 
2 -27 312.248 0.132 35 
2 -26 316.752 0.126 35 
2 -25 321.109 0.120 34 
2 -24 330.339 0.114 33 
2 -23 340.062 0.109 32 
2 -22 344.777 0.103 32 
2 -21 350.260 0.099 31 
2 -20 360.448 0.094 30 
2 -19 369.808 0.089 30 
2 -18 372.941 0.085 29 
2 -17 381.471 0.081 28 
2 -16 392.922 0.077 27 
2 -15 400.392 0.074 27 
2 -14 406.769 0.070 26 
2 -13 421.346 0.067 25 
2 -12 428.682 0.042 25 
2 -11 437.664 0.033 24 
2 -10 454.953 0.027 24 
2 -9 457.372 0.025 23 
2 -8 474.136 0.038 22 
2 -7 485.689 0.064 22 
2 -6 494.616 0.167 21 
2 -5 514.301 0.279 21 
2 -4 517.336 0.293 20 
2 -3 541.377 0.308 20 
2 -2 542.697 0.323 19 
2 -1 569.204 0.339 19 
2 0 572.419 0.356 18 
2 1 598.668 0.374 18 
2 2 601.703 0.393 17 
2 3 630.462 0.413 17 
2 4 633.070 0.433 16 
2 5 658.462 0.455 16 
2 6 670.346 0.478 15 
2 7 688.181 0.502 15 
2 8 711.471 0.527 14 
2 9 717.649 0.553 14 
2 10 746.622 0.581 14 
