l n nu dnu n_g
0 3 178.634 0.159 0 
0 4 211.574 0.151 0 
0 5 244.021 0.144 0 
0 6 276.625 0.137 0 
0 7 309.611 0.131 0 
0 8 343.795 0.062 0 
0 9 377.837 0.035 0 
0 10 411.781 0.038 0 
0 11 445.234 0.025 0 
0 12 478.207 0.024 0 
0 13 511.811 0.018 0 
0 14 546.463 0.017 0 
0 15 581.747 0.021 0 
0 16 617.168 0.034 0 
0 17 652.766 0.061 0 
0 18 687.853 0.172 0 
0 19 722.798 0.215 0 
0 20 757.718 0.225 0 
0 21 792.818 0.237 0 
0 22 827.439 0.249 0 
0 23 862.811 0.261 0 
0 24 898.634 0.274 0 
1 -9 176.536 0.232 12 
1 -8 185.680 0.221 11 
1 -7 190.796 0.211 11 
1 -6 208.252 0.201 10 
1 -3 218.814 0.191 7 
1 -4 231.764 0.182 9 
1 1 250.254 0.173 4 
1 -2 259.103 0.165 8 
1 3 283.261 0.157 3 
1 0 294.326 0.150 7 
1 5 316.297 0.143 2 
1 2 336.204 0.136 6 
1 3 351.721 0.129 5 
1 6 376.160 0.123 3 
1 5 394.404 0.117 5 
1 6 418.844 0.059 4 
1 9 439.369 0.044 2 
1 8 462.591 0.033 4 
1 9 489.997 0.027 3 
1 10 512.382 0.020 3 
1 11 534.439 0.020 3 
1 12 565.092 0.017 3 
1 13 598.080 0.021 3 
1 14 628.979 0.030 2 
1 15 647.686 0.060 2 
1 16 673.130 0.122 2 
1 17 706.037 0.262 2 
1 18 739.575 0.275 2 
1 19 774.164 0.289 2 
1 20 808.346 0.304 2 
1 21 842.711 0.319 2 
1 22 874.968 0.335 1 
1 23 895.410 0.351 1 
1 24 917.938 0.369 1 
2 -19 172.705 0.242 22 
2 -18 175.944 0.230 21 
2 -17 184.600 0.219 20 
2 -16 193.495 0.209 19 
2 -15 198.201 0.199 19 
2 -14 205.820 0.189 18 
2 -13 212.778 0.180 17 
2 -12 219.727 0.172 16 
2 -11 232.722 0.164 16 
2 -10 238.362 0.156 15 
2 -9 248.787 0.148 14 
2 -8 263.965 0.141 14 
2 -7 269.920 0.135 13 
2 -6 281.708 0.128 12 
2 -5 293.427 0.122 11 
2 -4 306.103 0.116 11 
2 -3 315.458 0.111 10 
2 -2 339.113 0.105 10 
2 -1 343.797 0.100 9 
2 0 373.158 0.096 9 
2 1 379.028 0.091 8 
2 2 407.547 0.087 8 
2 3 421.379 0.083 7 
2 4 441.519 0.079 7 
2 5 473.790 0.075 7 
2 6 475.313 0.046 6 
2 7 508.251 0.039 6 
2 8 542.125 0.032 6 
2 9 544.319 0.030 5 
2 10 578.380 0.047 5 
2 11 613.677 0.081 5 
2 12 630.192 0.212 4 
2 13 649.431 0.353 4 
2 14 684.908 0.370 4 
2 15 719.320 0.389 4 
2 16 738.823 0.408 3 
2 17 755.445 0.429 3 
2 18 789.268 0.450 3 
2 19 824.930 0.473 3 
2 20 859.590 0.496 3 
2 21 895.476 0.521 3 
2 22 903.366 0.547 2 
