l n nu dnu n_g
0 3 180.782 0.161 0 
0 4 214.462 0.153 0 
0 5 247.436 0.146 0 
0 6 279.979 0.139 0 
0 7 313.328 0.132 0 
0 8 347.737 0.063 0 
0 9 382.249 0.035 0 
0 10 416.706 0.039 0 
0 11 450.823 0.025 0 
0 12 484.449 0.024 0 
0 13 518.260 0.018 0 
0 14 553.058 0.018 0 
0 15 588.672 0.021 0 
0 16 624.588 0.034 0 
0 17 660.504 0.062 0 
0 18 696.471 0.174 0 
0 19 732.047 0.217 0 
0 20 767.640 0.228 0 
0 21 802.910 0.240 0 
0 22 838.678 0.252 0 
0 23 873.975 0.264 0 
0 24 909.683 0.278 0 
0 25 945.118 0.291 0 
1 -7 171.352 0.230 10 
1 -8 182.612 0.219 11 
1 -7 188.537 0.209 10 
1 -6 200.818 0.199 10 
1 -5 220.258 0.189 9 
1 -4 223.282 0.180 8 
1 -3 248.438 0.172 8 
1 -2 254.422 0.163 7 
1 -1 281.161 0.156 7 
1 0 287.721 0.148 6 
1 3 317.700 0.141 4 
1 2 327.617 0.134 6 
1 5 352.690 0.128 3 
1 6 372.726 0.122 3 
1 5 393.311 0.117 4 
1 8 417.282 0.059 2 
1 7 437.701 0.043 4 
1 8 464.557 0.033 3 
1 9 489.684 0.027 3 
1 10 509.833 0.019 3 
1 11 537.494 0.020 3 
1 12 569.860 0.017 3 
1 13 601.610 0.021 2 
1 14 622.372 0.030 2 
1 15 646.036 0.060 2 
1 16 679.115 0.123 2 
1 17 713.510 0.265 2 
1 18 748.336 0.278 2 
1 19 782.709 0.292 2 
1 20 818.423 0.307 1 
1 21 848.430 0.322 1 
1 22 866.599 0.338 1 
1 23 892.697 0.355 1 
1 24 927.387 0.373 1 
2 -18 173.820 0.222 21 
2 -17 177.842 0.211 20 
2 -16 186.623 0.201 19 
2 -15 195.464 0.191 18 
2 -14 199.592 0.182 18 
2 -13 209.285 0.174 17 
2 -12 214.686 0.165 16 
2 -11 223.925 0.157 15 
2 -10 238.066 0.150 15 
2 -9 241.715 0.143 14 
2 -8 255.949 0.136 13 
2 -7 268.705 0.130 13 
2 -6 275.927 0.123 12 
2 -5 286.937 0.117 11 
2 -4 302.635 0.112 11 
2 -3 309.725 0.107 10 
2 -2 330.102 0.101 9 
2 -1 343.063 0.097 9 
2 0 363.976 0.092 8 
2 1 377.714 0.088 8 
2 2 404.870 0.083 7 
2 3 412.547 0.080 7 
2 4 446.849 0.076 7 
2 5 455.805 0.072 6 
2 6 480.773 0.047 6 
2 7 514.554 0.039 6 
2 8 522.323 0.031 5 
2 9 549.547 0.030 5 
2 10 585.099 0.047 5 
2 11 607.187 0.080 4 
2 12 621.671 0.209 4 
2 13 657.421 0.357 4 
2 14 692.534 0.375 4 
2 15 711.877 0.394 3 
2 16 729.067 0.413 3 
2 17 764.203 0.434 3 
2 18 799.458 0.456 3 
2 19 835.308 0.478 3 
2 20 866.979 0.502 2 
2 21 870.992 0.527 2 
2 22 906.649 0.554 2 
2 23 942.261 0.581 2 
