l n nu dnu n_g
0 3 146.237 0.136 0 
0 4 176.916 0.130 0 
0 5 207.429 0.123 0 
0 6 237.077 0.118 0 
0 7 265.256 0.112 0 
0 8 292.791 0.053 0 
0 9 321.096 0.030 0 
0 10 349.159 0.032 0 
0 11 376.788 0.021 0 
0 12 404.767 0.020 0 
0 13 433.275 0.015 0 
0 14 461.914 0.015 0 
0 15 490.527 0.018 0 
0 16 519.318 0.028 0 
0 17 548.312 0.052 0 
0 18 577.404 0.144 0 
0 19 606.742 0.180 0 
0 20 636.050 0.189 0 
0 21 664.956 0.199 0 
0 22 694.145 0.209 0 
0 23 723.544 0.219 0 
0 24 752.588 0.230 0 
1 -13 153.627 0.525 16 
1 -18 155.555 0.500 21 
1 -36 161.351 0.476 40 
1 -15 165.501 0.454 19 
1 -4 170.521 0.432 8 
1 -3 172.346 0.412 7 
1 -6 176.565 0.392 10 
1 -19 180.354 0.373 23 
1 -30 185.951 0.356 34 
1 -29 190.323 0.339 34 
1 -2 194.701 0.322 7 
1 -7 197.879 0.307 12 
1 -16 203.430 0.292 21 
1 -25 210.387 0.279 30 
1 -24 217.426 0.265 29 
1 -5 221.607 0.253 11 
1 -10 226.378 0.241 16 
1 -15 234.015 0.229 21 
1 -14 242.101 0.218 20 
1 -19 247.972 0.208 25 
1 -10 253.764 0.198 17 
1 -5 261.903 0.189 12 
1 -2 269.941 0.180 9 
1 -15 276.782 0.171 23 
1 0 285.311 0.163 8 
1 -1 293.816 0.155 9 
1 -12 303.369 0.148 20 
1 1 312.082 0.141 8 
1 0 320.608 0.134 9 
1 -9 333.497 0.128 19 
1 6 340.641 0.122 4 
1 -7 353.785 0.116 17 
1 4 365.269 0.108 7 
1 -5 374.859 0.053 16 
1 2 391.281 0.039 10 
1 1 398.402 0.028 11 
1 -2 418.408 0.023 15 
1 5 424.791 0.016 8 
1 0 446.986 0.017 14 
1 3 453.948 0.014 12 
1 4 476.234 0.017 11 
1 3 486.692 0.023 12 
1 10 505.568 0.047 6 
1 5 523.896 0.095 11 
1 12 535.419 0.199 5 
1 7 561.126 0.209 11 
1 8 571.632 0.219 10 
1 13 592.629 0.230 6 
1 10 617.592 0.242 9 
1 11 627.127 0.254 9 
1 16 651.048 0.267 6 
1 13 677.156 0.280 9 
1 14 690.913 0.294 8 
1 17 710.067 0.309 7 
1 16 736.293 0.324 8 
1 17 761.974 0.340 7 
2 -70 152.761 1.011 73 
2 -69 153.753 0.963 72 
2 -68 156.314 0.917 71 
2 -67 160.139 0.873 70 
2 -66 160.425 0.831 69 
2 -65 164.136 0.792 68 
2 -64 167.348 0.754 67 
2 -63 169.830 0.718 66 
2 -62 171.058 0.684 66 
2 -61 173.337 0.651 65 
2 -60 173.588 0.620 64 
2 -59 175.759 0.591 63 
2 -58 177.825 0.563 62 
2 -57 180.646 0.536 61 
2 -56 184.530 0.510 60 
2 -55 186.376 0.486 59 
2 -53 194.111 0.463 57 
2 -52 196.899 0.441 56 
2 -51 200.679 0.420 56 
2 -50 202.940 0.400 55 
2 -49 203.924 0.381 54 
2 -48 207.923 0.363 53 
2 -47 211.596 0.345 52 
2 -46 216.186 0.329 51 
2 -45 220.066 0.313 50 
2 -44 224.881 0.298 49 
2 -43 228.870 0.284 48 
2 -42 231.632 0.271 48 
2 -41 233.753 0.258 47 
2 -40 237.004 0.246 46 
2 -39 241.106 0.234 45 
2 -38 247.082 0.223 44 
2 -37 252.150 0.212 43 
2 -36 258.192 0.202 42 
2 -35 262.068 0.192 42 
2 -34 264.084 0.183 41 
2 -33 270.194 0.174 40 
2 -32 276.746 0.166 39 
2 -31 284.114 0.158 38 
2 -30 289.581 0.151 38 
2 -29 291.474 0.144 37 
2 -28 299.258 0.137 36 
2 -27 307.854 0.130 35 
2 -26 316.391 0.124 35 
2 -25 317.998 0.118 34 
2 -24 325.756 0.112 33 
2 -23 335.424 0.107 32 
2 -22 345.038 0.102 32 
2 -21 346.486 0.097 31 
2 -20 355.886 0.093 30 
2 -19 365.918 0.088 29 
2 -18 373.588 0.084 29 
2 -17 377.019 0.080 28 
2 -16 387.821 0.076 27 
2 -15 400.588 0.073 27 
2 -14 402.796 0.069 26 
2 -13 415.650 0.066 25 
2 -12 430.376 0.042 25 
2 -11 431.913 0.033 24 
2 -10 448.710 0.027 23 
2 -9 459.438 0.025 23 
2 -8 467.301 0.038 22 
2 -7 487.121 0.064 22 
2 -6 488.389 0.165 21 
2 -5 509.893 0.277 20 
2 -4 516.609 0.291 20 
2 -3 533.816 0.305 19 
2 -2 546.109 0.320 19 
2 -1 561.201 0.336 18 
2 0 575.282 0.353 18 
2 1 590.800 0.371 17 
2 2 604.085 0.389 17 
2 3 624.022 0.409 16 
2 4 633.248 0.429 16 
2 5 660.620 0.451 16 
2 6 662.942 0.473 15 
2 7 691.946 0.497 15 
2 8 701.290 0.522 14 
2 9 720.854 0.548 14 
2 10 747.252 0.575 14 
2 11 751.761 0.604 13 
