l n nu dnu n_g
0 3 179.613 0.160 0 
0 4 212.842 0.152 0 
0 5 245.781 0.145 0 
0 6 278.451 0.138 0 
0 7 312.080 0.132 0 
0 8 345.891 0.063 0 
0 9 380.158 0.035 0 
0 10 414.521 0.038 0 
0 11 448.365 0.025 0 
0 12 481.669 0.024 0 
0 13 515.363 0.018 0 
0 14 550.104 0.018 0 
0 15 585.551 0.021 0 
0 16 621.285 0.034 0 
0 17 657.071 0.062 0 
0 18 692.515 0.173 0 
0 19 727.978 0.216 0 
0 20 763.139 0.227 0 
0 21 798.649 0.238 0 
0 22 834.047 0.250 0 
0 23 869.133 0.263 0 
0 24 904.961 0.276 0 
1 -9 173.434 0.231 12 
1 -8 184.938 0.220 11 
1 -7 188.451 0.210 11 
1 -6 203.943 0.200 10 
1 -3 220.085 0.190 7 
1 -4 226.823 0.181 9 
1 -3 251.283 0.172 8 
1 -2 255.023 0.164 7 
1 1 283.562 0.156 5 
1 0 289.101 0.149 6 
1 5 317.692 0.142 2 
1 2 331.565 0.135 6 
1 5 351.972 0.129 3 
1 6 374.459 0.123 3 
1 5 393.527 0.117 4 
1 8 418.156 0.059 2 
1 9 438.278 0.043 2 
1 8 463.666 0.033 4 
1 9 490.252 0.027 3 
1 10 510.524 0.019 3 
1 11 535.839 0.020 3 
1 12 567.761 0.017 3 
1 13 600.527 0.021 2 
1 14 626.409 0.030 2 
1 15 645.289 0.060 2 
1 16 676.378 0.122 2 
1 17 710.130 0.264 2 
1 18 744.618 0.277 2 
1 19 779.231 0.291 2 
1 20 814.279 0.305 2 
1 21 847.699 0.321 1 
1 22 872.954 0.337 1 
1 23 891.327 0.354 1 
1 24 923.219 0.371 1 
2 -18 174.040 0.226 21 
2 -17 180.394 0.215 20 
2 -16 190.040 0.205 19 
2 -15 196.934 0.195 19 
2 -14 201.885 0.186 18 
2 -13 211.984 0.177 17 
2 -12 215.741 0.168 16 
2 -11 228.012 0.160 15 
2 -10 239.170 0.153 15 
2 -9 244.267 0.145 14 
2 -8 259.880 0.138 13 
2 -7 269.381 0.132 13 
2 -6 278.332 0.126 12 
2 -5 289.717 0.120 11 
2 -4 305.980 0.114 11 
2 -3 310.180 0.108 10 
2 -2 335.762 0.103 10 
2 -1 341.488 0.098 9 
2 0 370.509 0.094 9 
2 1 375.908 0.089 8 
2 2 410.112 0.085 8 
2 3 412.723 0.081 7 
2 4 444.401 0.077 7 
2 5 464.059 0.073 6 
2 6 478.041 0.047 6 
2 7 511.690 0.039 6 
2 8 531.637 0.032 5 
2 9 546.646 0.030 5 
2 10 582.088 0.047 5 
2 11 616.219 0.081 5 
2 12 619.238 0.209 4 
2 13 653.796 0.355 4 
2 14 690.216 0.373 4 
2 15 722.111 0.392 4 
2 16 726.708 0.411 3 
2 17 759.702 0.432 3 
2 18 794.873 0.453 3 
2 19 830.368 0.476 3 
2 20 866.381 0.500 3 
2 21 882.972 0.525 2 
2 22 902.913 0.551 2 
