l n nu dnu n_g
0 3 181.357 0.161 0 
0 4 215.228 0.154 0 
0 5 248.577 0.146 0 
0 6 280.818 0.139 0 
0 7 314.375 0.133 0 
0 8 349.095 0.063 0 
0 9 383.694 0.035 0 
0 10 418.404 0.039 0 
0 11 452.708 0.025 0 
0 12 486.569 0.024 0 
0 13 520.492 0.018 0 
0 14 555.322 0.018 0 
0 15 591.055 0.021 0 
0 16 627.104 0.034 0 
0 17 663.275 0.062 0 
0 18 699.508 0.175 0 
0 19 735.115 0.218 0 
0 20 770.808 0.229 0 
0 21 806.588 0.241 0 
0 22 842.190 0.253 0 
0 23 877.936 0.265 0 
0 24 913.458 0.279 0 
0 25 949.311 0.293 0 
1 -8 180.245 0.218 11 
1 -7 189.057 0.208 10 
1 -6 198.573 0.198 10 
1 -5 218.956 0.188 9 
1 -4 222.486 0.179 8 
1 -3 245.421 0.171 8 
1 0 255.046 0.163 5 
1 -1 277.899 0.155 7 
1 2 288.457 0.148 4 
1 3 317.248 0.141 4 
1 2 325.745 0.134 5 
1 5 353.182 0.128 3 
1 4 371.254 0.121 5 
1 5 393.195 0.117 4 
1 8 416.350 0.059 2 
1 7 437.516 0.043 4 
1 8 465.133 0.033 3 
1 9 488.896 0.027 3 
1 10 509.876 0.019 3 
1 11 538.898 0.020 3 
1 12 571.406 0.017 3 
1 13 601.317 0.021 2 
1 14 619.788 0.029 2 
1 15 647.620 0.060 2 
1 16 681.791 0.123 2 
1 17 716.824 0.266 2 
1 18 751.928 0.279 2 
1 19 786.640 0.293 2 
1 20 820.464 0.308 1 
1 21 846.631 0.324 1 
1 22 864.158 0.340 1 
1 23 895.949 0.357 1 
1 24 930.880 0.375 1 
2 -17 175.849 0.208 20 
2 -16 184.127 0.198 19 
2 -15 193.489 0.189 18 
2 -14 198.769 0.180 18 
2 -13 206.895 0.171 17 
2 -12 214.635 0.163 16 
2 -11 220.991 0.155 15 
2 -10 235.472 0.148 15 
2 -9 241.978 0.141 14 
2 -8 252.604 0.134 13 
2 -7 267.757 0.128 13 
2 -6 274.686 0.122 12 
2 -5 285.523 0.116 11 
2 -4 299.348 0.110 10 
2 -3 310.758 0.105 10 
2 -2 325.620 0.100 9 
2 -1 344.180 0.095 9 
2 0 358.935 0.091 8 
2 1 379.131 0.087 8 
2 2 399.609 0.082 7 
2 3 414.217 0.079 7 
2 4 448.205 0.075 7 
2 5 450.138 0.071 6 
2 6 482.836 0.047 6 
2 7 514.758 0.039 6 
2 8 517.396 0.031 5 
2 9 551.808 0.030 5 
2 10 587.398 0.047 5 
2 11 599.987 0.079 4 
2 12 623.961 0.210 4 
2 13 660.256 0.358 4 
2 14 695.535 0.376 4 
2 15 703.743 0.395 3 
2 16 733.197 0.415 3 
2 17 767.345 0.436 3 
2 18 803.546 0.457 3 
2 19 838.401 0.480 3 
2 20 858.079 0.504 2 
2 21 874.526 0.530 2 
2 22 910.832 0.556 2 
2 23 946.301 0.584 2 
