l n nu dnu n_g
0 3 148.214 0.136 0 
0 4 178.395 0.130 0 
0 5 208.458 0.124 0 
0 6 237.872 0.118 0 
0 7 266.258 0.112 0 
0 8 293.425 0.053 0 
0 9 321.621 0.030 0 
0 10 350.042 0.032 0 
0 11 377.978 0.021 0 
0 12 405.981 0.020 0 
0 13 434.690 0.015 0 
0 14 463.802 0.015 0 
0 15 492.795 0.018 0 
0 16 521.765 0.029 0 
0 17 550.895 0.052 0 
0 18 580.471 0.145 0 
0 19 609.919 0.181 0 
0 20 639.248 0.190 0 
0 21 669.018 0.200 0 
0 22 698.042 0.210 0 
0 23 727.751 0.220 0 
0 24 757.232 0.231 0 
1 -34 147.690 0.463 37 
1 -33 152.120 0.441 36 
1 -8 155.485 0.420 11 
1 -31 157.138 0.400 34 
1 -30 161.489 0.381 34 
1 -29 165.115 0.363 33 
1 -14 170.524 0.346 18 
1 -3 176.921 0.329 7 
1 -2 179.310 0.314 6 
1 -15 183.823 0.299 19 
1 -24 189.807 0.284 28 
1 -5 195.294 0.271 10 
1 -2 199.287 0.258 7 
1 -9 205.755 0.246 14 
1 -20 212.724 0.234 25 
1 -19 219.833 0.223 24 
1 -8 224.131 0.212 14 
1 -11 231.726 0.202 17 
1 -10 241.362 0.193 16 
1 -15 247.187 0.183 21 
1 -14 253.881 0.175 21 
1 -3 265.052 0.166 10 
1 0 272.755 0.158 7 
1 -11 280.315 0.151 19 
1 2 292.177 0.144 6 
1 -1 299.393 0.137 9 
1 -2 311.156 0.130 11 
1 5 320.796 0.124 4 
1 -6 332.847 0.118 15 
1 7 343.856 0.113 3 
1 -4 356.079 0.106 14 
1 7 368.965 0.052 4 
1 -2 381.531 0.038 13 
1 9 395.416 0.028 3 
1 0 409.982 0.023 12 
1 9 423.456 0.016 4 
1 2 442.097 0.016 11 
1 11 452.780 0.014 3 
1 4 476.770 0.017 11 
1 7 485.124 0.023 8 
1 12 508.103 0.047 4 
1 7 527.527 0.095 9 
1 14 539.198 0.200 3 
1 11 565.388 0.210 7 
1 10 584.222 0.221 8 
1 13 597.393 0.232 6 
1 12 624.443 0.243 8 
1 13 648.783 0.255 7 
1 14 660.572 0.268 7 
1 15 684.026 0.282 7 
1 16 711.254 0.296 7 
1 17 733.440 0.311 6 
1 18 747.755 0.326 6 
2 -63 142.439 0.807 66 
2 -62 146.035 0.768 65 
2 -61 145.165 0.732 64 
2 -60 149.318 0.697 63 
2 -59 150.798 0.664 62 
2 -58 153.838 0.632 61 
2 -57 157.006 0.602 60 
2 -56 159.363 0.573 59 
2 -55 162.095 0.546 58 
2 -54 165.451 0.520 57 
2 -53 167.161 0.495 56 
2 -52 170.058 0.472 56 
2 -51 172.203 0.449 55 
2 -50 174.306 0.428 54 
2 -49 176.145 0.408 53 
2 -48 178.532 0.388 52 
2 -47 181.742 0.370 51 
2 -46 185.539 0.352 50 
2 -44 193.280 0.335 48 
2 -43 198.009 0.319 47 
2 -42 201.708 0.304 47 
2 -41 203.892 0.290 46 
2 -40 206.794 0.276 45 
2 -39 210.896 0.263 44 
2 -38 215.607 0.250 43 
2 -37 219.972 0.238 42 
2 -36 224.574 0.227 41 
2 -35 228.659 0.216 40 
2 -34 233.017 0.206 40 
2 -33 235.203 0.196 39 
2 -32 239.472 0.187 38 
2 -31 245.720 0.178 37 
2 -30 252.452 0.169 36 
2 -29 258.914 0.161 36 
2 -28 262.731 0.154 35 
2 -27 266.801 0.146 34 
2 -26 274.579 0.139 33 
2 -25 282.844 0.133 32 
2 -24 289.990 0.126 32 
2 -23 291.708 0.120 31 
2 -22 301.154 0.115 30 
2 -21 310.782 0.109 29 
2 -20 318.317 0.104 29 
2 -19 321.513 0.099 28 
2 -18 332.180 0.094 27 
2 -17 342.727 0.090 26 
2 -16 347.295 0.086 26 
2 -15 354.151 0.081 25 
2 -14 365.070 0.078 24 
2 -13 375.394 0.074 24 
2 -12 378.848 0.070 23 
2 -11 393.765 0.067 22 
2 -10 403.458 0.064 22 
2 -9 410.837 0.040 21 
2 -8 429.388 0.033 21 
2 -7 432.303 0.026 20 
2 -6 450.049 0.025 19 
2 -5 461.261 0.037 19 
2 -4 472.584 0.062 18 
2 -3 490.311 0.165 18 
2 -2 497.786 0.270 17 
2 -1 519.349 0.284 17 
2 0 525.233 0.298 16 
2 1 548.093 0.313 16 
2 2 556.659 0.329 15 
2 3 577.531 0.345 15 
2 4 591.673 0.362 14 
2 5 607.492 0.380 14 
2 6 631.399 0.399 13 
2 7 637.269 0.419 13 
2 8 666.593 0.440 13 
2 9 677.308 0.462 12 
2 10 695.929 0.485 12 
2 11 724.328 0.510 12 
2 12 727.882 0.535 11 
2 13 754.167 0.562 11 
