n l nu dnu
15 0 2266.64661 1.78398773792 
15 1 2335.79387 1.50144515039 
16 0 2412.81381 0.526551380183 
16 1 2481.48168 0.524019657136 
17 0 2558.34464 1.79181471007 
17 1 2625.64063 1.30546027676 
18 0 2701.8957 0.187095221864 
18 1 2770.65314 0.183931195337 
18 2 2836.76991 1.05033493125 
19 0 2846.59121 0.138723524615 
19 1 2916.14873 0.12447936343 
19 2 2982.3461 0.448963398057 
20 0 2992.054185 0.10549137653 
20 1 3061.63852 0.0882861167382 
20 2 3129.13391 0.288113667502 
21 0 3137.68577 0.117645187811 
21 1 3207.459705 0.0927723437684 
21 2 3274.19627 0.477567848621 
22 0 3283.17627 0.0923894027395 
22 1 3353.4325 0.115363945917 
22 2 3420.75392 0.451498715317 
23 0 3428.93539 0.127481415856 
23 1 3499.466 0.152523315237 
23 2 3568.74304 1.79576901704 
24 0 3575.44066 0.244250927126 
24 1 3645.93845 0.293440818128 
24 2 3715.800905 2.78021508891 
25 0 3724.58321 1.37888080418 
25 1 3792.66924 0.480197012346 
25 2 3861.66269 3.85364623811 
26 0 3869.63662 2.51927946549 
26 1 3938.49407 0.530732538726 
