n l nu dnu
13 1 1078.06357 0.729430004787 
14 1 1152.28643 0.174806917418 
14 2 1189.20629 0.629107546696 
15 0 1195.80655 0.556852161519 
15 1 1228.12241 0.286971887429 
15 2 1266.36121 0.233444960595 
16 0 1272.66704 0.1728874917 
16 1 1305.05597 0.117820556293 
16 2 1343.34116 0.163959731748 
17 0 1349.98688 0.125121715021 
17 1 1382.36814 0.133895314564 
17 2 1420.97571 0.24725190425 
18 0 1427.340755 0.130137088202 
18 1 1459.11033 0.108959170327 
18 2 1497.93287 0.215314084863 
19 0 1504.650255 0.115428185834 
19 1 1536.65022 0.138800624552 
19 2 1578.41752 0.39665481714 
20 0 1582.67918 0.243245302407 
20 1 1614.53991 0.246718215432 
