n l nu dnu
16 0 2538.37945 0.62093524211 
16 1 2612.87664 1.36216473788 
16 2 2680.55663 0.882898686878 
17 0 2690.9128 0.688318359108 
17 1 2763.81927 0.618144224938 
17 2 2830.983085 0.79289744596 
18 0 2842.76543 0.0908693025274 
18 1 2915.42501 0.184150026233 
18 2 2984.62012 0.297479285386 
19 0 2995.176805 0.127580638336 
19 1 3067.759765 0.126188384374 
19 2 3137.25837 0.23765874373 
20 0 3147.431715 0.0556141697798 
20 1 3220.87515 0.0814970708781 
20 2 3291.0003 0.214347647685 
21 0 3300.4284 0.0594959956339 
21 1 3373.85856 0.0696628957214 
21 2 3444.51658 0.21921516332 
22 0 3453.44983 0.0692954452654 
22 1 3527.04254 0.0966727522163 
22 2 3597.7903 0.209842668113 
23 0 3606.23442 0.091254576268 
23 1 3680.33903 0.0937488791355 
23 2 3750.82259 0.473444963138 
24 0 3760.02815 0.179009148476 
24 1 3833.871085 0.158552242048 
24 2 3905.10435 0.474687786779 
25 0 3913.236125 0.207575506326 
25 1 3987.875515 0.213498733555 
25 2 4061.90875 0.735406566229 
26 0 4067.07615 0.409879320835 
26 1 4142.34521 0.488460890163 
26 2 4214.81812 0.719470894398 
27 0 4222.00253 0.710783614784 
27 1 4296.715565 0.487238150333 
27 2 4370.153145 0.975259235715 
28 0 4378.242295 0.809805835849 
28 1 4452.64014 0.741865839783 
