n l nu dnu
13 1 849.985183 0.762368705203 
14 1 912.727985 0.657442531149 
15 0 943.943949 0.600420427132 
15 1 971.970059 0.442381127556 
15 2 999.258938 0.632551933158 
16 0 1005.020485 0.284236446598 
16 1 1032.19472 0.359577928692 
16 2 1061.82946 0.602175641047 
17 0 1066.1045 0.594631614545 
17 1 1093.57394 0.358022990285 
17 2 1122.08225 1.03150996009 
18 0 1128.11778 0.238252832258 
18 1 1155.94186 0.300570583577 
18 2 1185.22059 0.732053969935 
19 0 1190.89075 0.284061903828 
19 1 1218.43488 0.289607943277 
20 0 1252.39633 0.539083180032 
20 1 1281.00126 0.511017423969 
21 0 1315.31235 0.745036802441 
21 1 1342.99086 0.549395359897 
22 0 1377.4885 0.648566991404 
