n l nu dnu
17 0 2361.689665 0.820842219201 
17 1 2422.39705 0.702808907719 
18 0 2489.58732 0.528056644253 
18 1 2549.66547 0.740096507166 
19 0 2618.68384 0.571783711138 
19 1 2678.80261 0.604989535413 
19 2 2736.485335 0.69410069826 
20 0 2746.62498 0.198531945497 
20 1 2807.27804 0.408001572193 
20 2 2865.46336 0.919564275473 
21 0 2875.22266 0.219254975236 
21 1 2935.7009 0.284628699282 
21 2 2992.344365 0.941024806092 
22 0 3003.20428 0.377812911129 
22 1 3064.664615 0.435694161127 
22 2 3123.122585 0.918164938158 
23 0 3131.42931 0.779036609071 
23 1 3194.27895 0.961915140144 
24 1 3323.57855 0.941789757893 
