n l nu dnu
13 0 915.2048975 1.32774899977 
13 1 945.7233085 0.932839971709 
14 0 983.349934 0.553736472196 
14 1 1015.55848 0.638722145883 
15 0 1052.84846 0.253724633087 
15 1 1082.585185 0.27600050957 
16 0 1120.15817 0.160591963633 
16 1 1150.47968 0.285098240979 
16 2 1182.15397 0.759760796392 
17 0 1187.73125 0.162275012262 
17 1 1217.60963 0.192769148937 
17 2 1251.72633 0.514778474422 
18 0 1256.61377 0.401095950292 
18 1 1286.67116 0.256090020825 
18 2 1319.88153 0.665269490991 
19 0 1326.107695 0.237523339889 
19 1 1356.0477 0.279839961396 
19 2 1390.25655 0.651146677472 
20 0 1395.74391 0.279202762525 
20 1 1425.26765 0.203584876436 
20 2 1459.691045 1.23169794295 
21 0 1465.51283 0.891138901398 
21 1 1494.25863 0.71255335376 
22 0 1533.11848 0.86481294055 
22 1 1564.0561 0.976928648698 
23 0 1604.20519 1.28004106944 
23 1 1634.674565 1.2633806924 
24 0 1675.38943 1.46424741921 
25 0 1745.24476 1.65706212829 
