n l nu dnu
13 1 1422.80227 0.543880834285 
14 0 1479.84782 0.38977567769 
14 1 1526.425695 0.404052405613 
14 2 1573.81513 0.571328122411 
15 0 1582.21115 0.367386592625 
15 1 1629.095335 0.33462561539 
15 2 1674.7747 0.635314053077 
16 0 1684.58715 0.273965456292 
16 1 1730.46993 0.241905738307 
16 2 1777.49897 0.300027488912 
17 0 1785.567075 0.179629252235 
17 1 1831.804825 0.152932479933 
17 2 1879.03921 0.222090724716 
18 0 1886.84127 0.129468972372 
18 1 1933.58357 0.112288319137 
18 2 1981.36601 0.197226248268 
19 0 1989.18691 0.113193169073 
19 1 2036.60789 0.10881004676 
19 2 2084.58398 0.146391032073 
20 0 2092.21533 0.104947200578 
20 1 2140.31052 0.0946044818401 
20 2 2188.525 0.174885328685 
21 0 2195.66703 0.12069628424 
21 1 2243.45438 0.115429613143 
21 2 2291.78315 0.246238897792 
22 0 2298.51675 0.172490264272 
22 1 2347.14897 0.125873089205 
22 2 2395.26118 0.322607022409 
23 0 2401.447955 0.184068110507 
23 1 2450.82825 0.194796168697 
23 2 2498.34993 0.499716881399 
24 0 2504.90145 0.338589518669 
24 1 2554.37348 0.293343018748 
24 2 2603.38138 1.3621567715 
25 0 2607.897095 1.02845058337 
25 1 2656.66929 0.866022901314 
25 2 2707.19813 0.790658986555 
26 0 2713.74338 0.684790611985 
26 1 2763.312845 0.508639818848 
26 2 2810.96811 0.767752878234 
27 0 2817.45 0.804235392499 
27 1 2867.9631 0.760648359658 
27 2 2915.50775 0.927353076661 
28 0 2921.53394 0.837922783196 
