n l nu dnu
11 0 673.080545 0.370489805221 
11 1 699.032357 0.754448273388 
12 0 730.174468 0.504325210968 
12 1 755.6351705 0.450864162237 
13 0 787.548625 0.297882676678 
13 1 813.55479 0.276160433092 
13 2 838.282246 0.764789896985 
14 0 846.281427 0.237346816821 
14 1 872.9215665 0.25930624542 
14 2 902.056095 0.797098381 
15 0 906.709668 0.526446686617 
15 1 933.185007 0.227072298669 
15 2 963.4699845 0.623432516477 
16 0 966.7717325 0.278338301725 
16 1 993.070447 0.184682758883 
16 2 1021.28834 0.557431708213 
17 0 1025.745105 0.227186700371 
17 1 1051.37919 0.161235647149 
17 2 1080.58337 0.548817683885 
18 0 1084.60402 0.210469124864 
18 1 1110.76168 0.15021048459 
18 2 1139.734075 0.454427593858 
19 0 1144.6297 0.243350521188 
19 1 1170.84489 0.154387924907 
19 2 1200.16437 0.468247277972 
20 0 1204.75372 0.213984268026 
20 1 1231.83924 0.152059696819 
20 2 1262.350595 0.548545761354 
21 0 1266.2443 0.301221615067 
21 1 1292.73567 0.229328147131 
21 2 1323.994455 0.761265595437 
22 0 1326.5181 0.349565543424 
22 1 1353.51526 0.240968682019 
22 2 1382.826175 0.623610391708 
23 0 1387.53744 0.517943316595 
23 1 1414.73114 0.323514487382 
23 2 1444.247325 1.22488836205 
24 0 1447.34834 0.641972297992 
24 1 1475.16628 0.481453586218 
24 2 1504.27832 1.13054134276 
25 0 1509.32255 0.824321963746 
25 1 1537.543925 0.612467903286 
25 2 1565.26457 1.35952551515 
26 0 1570.49813 0.779477186923 
26 1 1597.7218 0.732380504698 
