n l nu dnu
19 0 3316.21162 1.60644807925 
20 0 3492.72875 1.15864569887 
20 1 3576.486585 0.551974631136 
21 0 3670.58396 0.707451199434 
21 1 3754.11551 0.343744770184 
22 0 3847.98393 0.126161437018 
22 1 3932.91363 0.150423489087 
22 2 4014.20868 0.461904691514 
23 0 4026.264805 0.27107997054 
23 1 4111.322925 0.145589785526 
23 2 4192.2962 0.919821687637 
24 0 4204.62831 0.221241467811 
24 1 4290.03069 0.29063996593 
24 2 4371.22857 1.03108104769 
25 0 4383.69814 0.329466695508 
25 1 4468.92945 0.224242486735 
25 2 4550.79367 1.0298537286 
26 0 4563.3978 0.665989918689 
26 1 4647.97374 0.610312720156 
26 2 4729.63228 1.23978020585 
27 0 4741.52793 0.95246367826 
27 1 4828.16998 0.595559674694 
28 0 4921.63673 0.818807195773 
28 1 5008.381625 0.819314423459 
29 0 5099.72433 1.33439630647 
29 1 5189.27627 0.827821213211 
30 0 5281.015945 2.14703773401 
30 1 5368.95564 0.892833794896 
34 1 4531.28768 0.0334015998269 
