n l nu dnu
8 2 677.4287065 0.599829318011 
9 0 683.066628 0.127413555005 
9 1 708.378694 0.246540764065 
9 2 735.9773235 0.732885238396 
10 0 741.090993 0.364799263755 
10 1 766.654501 0.263530331324 
10 2 794.678732 0.341675509814 
11 0 799.540742 0.126092973388 
11 1 825.238749 0.142089365958 
11 2 853.444992 0.452387202146 
12 0 859.311516 0.156217474537 
12 1 885.464257 0.165431307612 
12 2 915.422632 0.335223728063 
13 0 920.256343 0.12800736872 
13 1 946.041748 0.123485960589 
13 2 976.041493 0.348970172637 
14 0 980.065488 0.193730590725 
14 1 1006.048655 0.132692516864 
14 2 1034.98347 0.248988111989 
15 0 1039.39576 0.131133350536 
15 1 1065.19512 0.103717547927 
15 2 1094.86661 0.266266753118 
16 0 1099.137255 0.115259375379 
16 1 1125.55427 0.100863198179 
16 2 1155.42049 0.218963516086 
17 0 1159.94201 0.141388727348 
17 1 1186.72908 0.096283123672 
17 2 1217.37904 0.239881551752 
18 0 1221.33921 0.161101470898 
18 1 1248.34985 0.11339638688 
18 2 1278.82182 0.313781190164 
19 0 1282.81478 0.206349094472 
19 1 1309.865635 0.136905279301 
19 2 1339.8883 0.423052508152 
20 0 1343.63267 0.229413325363 
20 1 1371.15012 0.163318012837 
20 2 1401.02052 0.773838443842 
21 0 1404.8553 0.413672710799 
21 1 1432.30158 0.19482971332 
21 2 1461.95133 0.749494062214 
22 0 1465.19915 0.446879032087 
22 1 1493.86993 0.304679490838 
22 2 1523.53111 0.783396474109 
23 0 1527.19581 0.6073296073 
23 1 1555.9086 0.328181054475 
23 2 1586.970205 0.943387845767 
24 0 1589.59277 0.614414047474 
24 1 1619.65039 0.606981590838 
25 0 1650.36945 0.81352902485 
25 1 1680.95009 0.720941627016 
