n l nu dnu
12 1 1145.05671 1.73828050354 
13 1 1232.26222 1.34232826462 
14 0 1277.811425 0.539248560831 
14 1 1318.57497 0.521322456038 
15 0 1367.58253 1.5175560106 
15 1 1406.9055 1.09812794759 
16 0 1456.81944 0.502495777142 
16 1 1496.6194 0.861230074773 
17 0 1545.46604 0.845671874939 
17 1 1587.12922 0.467132979865 
18 0 1633.511765 0.399621360342 
18 1 1674.16222 0.310734516021 
18 2 1714.94717 0.415996967185 
19 0 1721.55324 0.232112367862 
19 1 1763.0565 0.245340664466 
19 2 1804.49664 0.722775140344 
20 0 1811.32201 0.228294995641 
20 1 1853.02122 0.203671252257 
20 2 1893.37613 0.724768668948 
21 0 1901.30468 0.272543106564 
21 1 1943.0548 0.266785734393 
21 2 1984.20323 0.738604190665 
22 0 1991.77289 0.421700112649 
22 1 2034.03885 0.283687729264 
22 2 2074.21003 1.02193681932 
23 0 2082.67871 0.608620667999 
23 1 2123.61843 0.655965915773 
23 2 2164.637755 1.31140241205 
24 0 2172.57236 0.80650313704 
24 1 2215.56959 0.874670997684 
25 0 2261.4051 0.820907581678 
25 1 2306.14011 0.957205289215 
26 0 2350.94477 2.69169758692 
