n l nu dnu
6 1 1394.33707 0.313817049206 
6 2 1442.308305 1.0626776189 
7 0 1450.034665 0.238061364361 
7 1 1495.19612 0.206675783613 
7 2 1542.17576 0.406664145564 
8 0 1550.227195 0.1445931436 
8 1 1595.03333 0.158110408814 
8 2 1642.51877 0.305964287002 
9 0 1649.79927 0.124805921112 
9 1 1694.32693 0.111315519313 
9 2 1741.09079 0.197353765341 
10 0 1748.30828 0.0975685544997 
10 1 1793.353325 0.101870728553 
10 2 1841.29437 0.137465141893 
11 0 1847.87049 0.0791542723406 
11 1 1893.70992 0.0759739459505 
11 2 1941.83643 0.125721787905 
12 0 1948.41037 0.0719533364697 
12 1 1994.939925 0.0709220086768 
12 2 2043.06847 0.150937744199 
13 0 2049.43261 0.0701959018962 
13 1 2095.75362 0.0686021786331 
13 2 2144.05324 0.138298550049 
14 0 2150.01877 0.0762043406672 
14 1 2196.73185 0.0792165540265 
14 2 2245.03465 0.143478548138 
15 0 2250.5414 0.101809777912 
15 1 2297.736415 0.0963717786382 
15 2 2346.26859 0.276887313866 
16 0 2351.82582 0.183110276724 
16 1 2399.10806 0.163510693244 
16 2 2448.545 0.596570895293 
17 0 2453.29197 0.31049145927 
17 1 2501.36703 0.255755996477 
17 2 2550.38831 0.830251243619 
18 0 2555.085525 0.49407149755 
18 1 2603.630715 0.322847423324 
18 2 2652.665025 1.13067236279 
19 0 2656.63923 0.710956658107 
19 1 2706.456265 0.706933995387 
19 2 2754.577745 2.02612270818 
20 0 2760.067645 1.17345412671 
20 1 2809.70548 0.937357061713 
