n l nu dnu
12 1 675.213481 0.603063903984 
13 0 704.8064525 0.488327339966 
13 1 728.280604 0.511824076923 
14 0 757.254895 0.680820791661 
14 1 781.413136 0.426700647104 
14 2 807.34461 0.844742139673 
15 0 811.314537 0.433177616619 
15 1 835.0878975 0.43435225451 
15 2 860.314616 0.59915122212 
16 0 864.782231 0.343261830735 
16 1 888.626589 0.27173458122 
16 2 913.100557 0.638780438664 
17 0 918.363051 0.315342222117 
17 1 940.981319 0.225067719873 
17 2 966.799971 0.509967107801 
18 0 971.041688 0.237801915119 
18 1 993.1550175 0.217476527332 
18 2 1019.38917 0.607431534761 
19 0 1024.03503 0.211886764485 
19 1 1047.58558 0.206194051542 
19 2 1072.37403 0.777148472864 
20 0 1077.51655 0.293237608091 
20 1 1102.317465 0.275081477224 
20 2 1126.62966 1.118423755 
21 0 1132.946615 0.348750655612 
21 1 1157.76832 0.377084500471 
21 2 1182.73807 1.79493866458 
22 0 1186.1143 0.618517322916 
22 1 1211.85078 0.558847589505 
22 2 1236.38218 0.783514368122 
23 0 1240.69659 0.590330071625 
23 1 1265.37788 0.658166004516 
23 2 1290.17099 0.707384629359 
24 0 1297.1742 0.290081446303 
24 1 1320.56344 0.343548665324 
25 1 1375.654735 0.866393709989 
26 0 1405.66384 0.927775672364 
26 1 1431.94709 0.864562544066 
27 1 1488.19347 0.871990747028 
