n l nu dnu
11 1 905.936413 0.885827291345 
12 1 973.1484315 0.884633008654 
13 0 1008.89645 0.594403572231 
13 1 1040.41129 0.320011885619 
13 2 1074.16453 0.250303139481 
14 0 1079.09942 0.101044084651 
14 1 1108.55554 0.103749629668 
14 2 1142.49142 0.135552777488 
15 0 1148.39647 0.122776938797 
15 1 1178.08198 0.0867960859896 
15 2 1212.36141 0.20161632195 
16 0 1218.21857 0.152495158398 
16 1 1248.3302 0.0905073322994 
16 2 1282.84996 0.130523857296 
17 0 1288.64162 0.112490305776 
17 1 1318.36929 0.100141235217 
17 2 1351.64053 0.225813000726 
18 0 1358.8043 0.151263393818 
18 1 1388.15116 0.137958859601 
18 2 1423.710605 0.531906493435 
19 0 1428.95123 0.565506440971 
19 1 1458.180915 0.368180248693 
19 2 1494.11417 0.802416261243 
20 0 1499.8655 0.589332033121 
20 1 1529.60763 0.61465246406 
20 2 1563.75278 0.862136924014 
21 0 1570.22805 0.567961512047 
21 1 1600.25635 0.782874007474 
